date, pm25, pm10, no2, so2, co
2018/7/13, , 10, 11, 2, 
2018/7/14, , 13, 11, , 
2018/7/15, , 9, 14, , 
2018/7/16, , 14, 12, 2, 
2018/7/17, , 10, 11, , 
2018/7/18, , 12, 17, , 
2018/7/19, , 20, 18, , 
2018/7/20, , 19, 12, , 
2018/7/21, , 12, 8, , 
2018/7/22, , 13, 17, , 
2018/7/23, , 15, 11, , 
2018/7/24, , 17, 11, , 
2018/7/25, , 16, 11, , 
2018/7/26, , 11, 17, , 
2018/7/27, , 15, 12, , 
2018/7/28, , 19, , , 
2018/7/30, , 19, 17, , 
2018/7/31, , 21, 17, , 
2018/8/1, , 22, 10, , 
2018/8/2, , 16, 19, , 
2018/8/3, , 18, 12, , 
2018/8/4, , 15, 12, , 
2018/8/5, , 15, 16, , 
2018/8/6, , 20, 17, 4, 
2018/8/7, , 29, 17, 3, 
2018/8/8, , 26, 18, 5, 
2018/8/9, , 37, 17, 1, 
2018/8/10, , 40, 7, , 
2018/8/11, , 9, 10, , 
2018/8/12, , 10, 10, , 
2018/8/13, , 16, 9, , 
2018/8/14, , 10, 7, , 
2018/8/15, , 7, 11, , 
2018/8/16, , 10, 17, , 
2018/8/17, , 17, 16, , 
2018/8/18, , 22, 14, , 
2018/8/19, , 18, 22, , 
2018/8/20, , 18, 21, , 
2018/8/21, , 22, 24, , 
2018/8/22, , 22, 25, , 
2018/8/23, , 28, 16, , 
2018/8/24, , 26, 12, , 
2018/8/25, , 18, , , 
2018/8/31, , 10, 17, , 
2018/9/1, , 15, 4, , 
2018/9/2, , 5, 16, 3, 
2018/9/3, , 11, 12, 3, 
2018/9/4, , 8, 16, 4, 
2018/9/5, , 15, 18, 5, 
2018/9/6, , 20, 18, 4, 
2018/9/7, , 18, 12, 4, 
2018/9/8, , 11, , , 
2018/9/10, , 30, 20, 5, 
2018/9/11, , 14, 26, 5, 
2018/9/12, , 26, 28, 6, 
2018/9/13, , 25, 27, 6, 
2018/9/14, , 30, , , 
2018/9/17, , 20, 26, 7, 
2018/9/18, , 22, 29, 6, 
2018/9/19, , 25, 29, 6, 
2018/9/20, , 21, 25, 5, 
2018/9/21, , 28, 11, 4, 
2018/9/22, , 13, 10, 7, 
2018/9/23, , 9, 14, 5, 
2018/9/24, , 7, 15, 7, 
2018/9/25, , 7, 21, 7, 
2018/9/26, , 12, 24, 7, 
2018/9/27, , 18, 31, 9, 
2018/9/28, , 29, 14, 6, 
2018/9/29, , 15, 19, 6, 
2018/9/30, , 14, 27, 8, 
2018/4/1, , 6, 8, , 
2018/4/2, , 5, 7, , 
2018/4/3, , 8, 12, , 
2018/4/4, , 12, 11, , 
2018/4/5, , 8, 20, , 
2018/4/6, , 10, 20, , 
2018/4/7, , 15, 19, 1, 
2018/4/8, , 16, 24, 1, 
2018/4/9, , 23, 15, , 
2018/4/10, , 11, 25, 1, 
2018/4/11, , 14, 27, 1, 
2018/4/12, , 26, 11, , 
2018/4/13, , 14, 20, 1, 
2018/4/14, , 19, 16, 1, 
2018/4/15, , 30, 18, 1, 
2018/4/16, , 37, 18, , 
2018/4/17, , 15, 18, , 
2018/4/18, , 17, 25, 1, 
2018/4/19, , 20, 23, , 
2018/4/20, , 17, 25, 1, 
2018/4/21, , 24, 18, , 
2018/4/22, , 15, 20, 1, 
2018/4/23, , 20, 24, , 
2018/4/24, , 22, 13, , 
2018/4/25, , 24, 12, , 
2018/4/26, , 20, 16, , 
2018/4/27, , 11, 22, 1, 
2018/4/28, , 33, 25, , 
2018/4/29, , 35, 11, , 
2018/4/30, , 19, 6, , 
2018/5/1, , 12, 20, 1, 
2018/5/2, , 24, 15, 1, 
2018/5/3, , 19, 15, , 
2018/5/4, , 20, 11, , 
2018/5/5, , 19, , , 
2018/5/6, , 15, 21, 1, 
2018/5/7, , 15, 20, , 
2018/5/8, , 15, 21, , 
2018/5/9, , 24, 22, , 
2018/5/10, , 21, 17, 1, 
2018/5/11, , 17, 14, 1, 
2018/5/12, , 21, 10, , 
2018/5/13, , 12, 11, , 
2018/5/14, , 11, , , 
2018/5/15, , 6, , , 
2018/5/16, , 15, , , 
2018/5/17, , 8, , , 
2018/5/18, , 12, , , 
2018/5/19, , 12, , , 
2018/5/20, , 12, , , 
2018/5/21, , 12, , 1, 
2018/5/22, , 19, 15, 1, 
2018/5/23, , 20, 14, , 
2018/5/24, , 19, 18, , 
2018/5/25, , 16, 13, , 
2018/5/26, , 12, 14, , 
2018/5/27, , 19, 21, 3, 
2018/5/28, , 26, 20, 5, 
2018/5/29, , 31, 18, 2, 
2018/5/30, , 27, , , 
2018/6/15, , 12, 9, 2, 
2018/6/16, , 13, 12, 3, 
2018/6/17, , 14, 10, 3, 
2018/6/18, , 12, 10, 2, 
2018/6/19, , 10, 15, , 
2018/6/20, , 14, 11, , 
2018/6/21, , 19, 5, 2, 
2018/6/22, , 5, 7, 2, 
2018/6/23, , 7, 6, 2, 
2018/6/24, , 10, 5, 2, 
2018/6/25, , 5, 9, 2, 
2018/6/26, , 8, 7, 3, 
2018/6/27, , 7, 14, 3, 
2018/6/28, , 7, 15, 2, 
2018/6/29, , 8, 11, 2, 
2018/6/30, , 12, 6, 3, 
2018/1/1, , 11, 22, , 
2018/1/2, , 12, 20, , 
2018/1/3, , 16, 28, 1, 
2018/1/4, , 31, 22, , 
2018/1/5, , 19, 13, , 
2018/1/6, , 10, 26, 1, 
2018/1/7, , 28, 33, 2, 
2018/1/8, , 48, 18, 1, 
2018/1/9, , 38, 21, , 
2018/1/10, , 21, 20, , 
2018/1/11, , 14, 13, 1, 
2018/1/12, , 13, , , 
2018/1/14, , 13, 18, 2, 
2018/1/15, , 20, 15, 2, 
2018/1/16, , 19, 25, 1, 
2018/1/17, , 15, 24, 1, 
2018/1/18, , 18, 26, , 
2018/1/19, , 9, 16, , 
2018/1/20, , 7, 16, , 
2018/1/21, , 13, 24, 1, 
2018/1/22, , 16, 35, 2, 
2018/1/23, , 35, 34, 2, 
2018/1/24, , 34, 24, 1, 
2018/1/25, , 22, 22, 1, 
2018/1/26, , 15, 23, 1, 
2018/1/27, , 26, 10, , 
2018/1/28, , 23, 21, 1, 
2018/1/29, , 29, 27, 1, 
2018/1/30, , 27, 24, 1, 
2018/1/31, , 23, 14, , 
2018/2/1, , 9, 31, , 
2018/2/2, , 13, 23, , 
2018/2/3, , 13, 20, , 
2018/2/4, , 11, 29, , 
2018/2/5, , 23, 19, 1, 
2018/2/6, , 17, 24, 2, 
2018/2/7, , 25, 30, 1, 
2018/2/8, , 27, 25, 1, 
2018/2/9, , 38, 16, 1, 
2018/2/10, , 24, 15, 1, 
2018/2/11, , 21, 41, 2, 
2018/2/12, , 56, 18, , 
2018/2/13, , 7, 15, 1, 
2018/2/14, , 10, 29, 1, 
2018/2/15, , 27, 27, 2, 
2018/2/16, , 30, 29, 3, 
2018/2/17, , 42, 17, 1, 
2018/2/18, , 24, 18, 1, 
2018/2/19, , 14, 14, , 
2018/2/20, , 8, 14, 1, 
2018/2/21, , 19, 16, 1, 
2018/2/22, , 17, 20, 1, 
2018/2/23, , 11, 16, 2, 
2018/2/24, , 22, 9, 2, 
2018/2/25, , 15, 11, 2, 
2018/2/26, , 20, 13, 2, 
2018/2/27, , 23, 30, 2, 
2018/2/28, , 40, 40, 5, 
2018/3/1, , 58, 38, 7, 
2018/3/2, , 56, 25, 3, 
2018/3/3, , 49, 27, 1, 
2018/3/4, , 52, 29, 4, 
2018/3/5, , 46, 49, 3, 
2018/3/6, , 35, 27, 1, 
2018/3/7, , 29, 28, 1, 
2018/3/8, , 19, 22, 1, 
2018/3/9, , 21, 9, , 
2018/3/10, , 10, 17, 1, 
2018/3/11, , 13, 16, , 
2018/3/12, , 11, 22, , 
2018/3/13, , 15, 21, , 
2018/3/14, , 11, 20, , 
2018/3/15, , 12, 24, , 
2018/3/16, , 12, 22, , 
2018/3/17, , 14, 10, , 
2018/3/18, , 12, 15, , 
2018/3/19, , 14, 21, 1, 
2018/3/20, , 25, 19, 1, 
2018/3/21, , 18, 22, 1, 
2018/3/22, , 15, 25, 1, 
2018/3/23, , 18, 21, 1, 
2018/3/24, , 22, 15, 5, 
2018/3/25, , 25, 27, 3, 
2018/3/26, , 32, 23, 1, 
2018/3/27, , 24, 24, 1, 
2018/3/28, , 25, 20, , 
2018/3/29, , 14, 30, 1, 
2018/3/30, , 18, 21, , 
2018/3/31, , 7, 8, , 
2017/10/1, , 27, 29, 1, 
2017/10/2, , 34, 23, , 
2017/10/3, , 25, 20, , 
2017/10/4, , 14, 15, , 
2017/10/5, , 15, 26, , 
2017/10/6, , 10, 17, , 
2017/10/7, , 10, 17, , 
2017/10/8, , 15, 19, , 
2017/10/9, , 15, 23, 1, 
2017/10/10, , 17, 21, 1, 
2017/10/11, , 22, 24, , 
2017/10/12, , 26, 29, 1, 
2017/10/13, , 30, 23, 1, 
2017/10/14, , 30, 21, , 
2017/10/15, , 29, 29, 1, 
2017/10/16, , 30, 31, 1, 
2017/10/17, , 36, 26, 1, 
2017/10/18, , 31, 32, 1, 
2017/10/19, , 26, 23, , 
2017/10/20, , 22, 18, , 
2017/10/21, , 19, 16, , 
2017/10/22, , 17, 13, , 
2017/10/23, , 5, 11, , 
2017/10/24, , 5, 22, 1, 
2017/10/25, , 16, 27, 1, 
2017/10/26, , 24, 25, 1, 
2017/10/27, , 27, 19, , 
2017/10/28, , 13, 9, , 
2017/10/29, , 10, 21, , 
2017/10/30, , 10, 27, 1, 
2017/10/31, , 17, 25, 1, 
2017/11/1, , 34, 26, 1, 
2017/11/2, , 28, 24, 1, 
2017/11/3, , 21, 26, 1, 
2017/11/4, , 34, 25, 1, 
2017/11/5, , 26, 16, 1, 
2017/11/6, , 18, 20, 2, 
2017/11/7, , 19, 20, 1, 
2017/11/8, , 20, 19, 1, 
2017/11/9, , 19, 23, 1, 
2017/11/10, , 28, 23, 1, 
2017/11/11, , 35, 18, , 
2017/11/12, , 17, 16, , 
2017/11/13, , 6, 13, , 
2017/11/14, , 6, 17, , 
2017/11/15, , 12, 22, 1, 
2017/11/16, , 24, 18, 1, 
2017/11/17, , 20, 16, 1, 
2017/11/18, , 16, 15, , 
2017/11/19, , 25, 24, 1, 
2017/11/20, , 24, 23, 1, 
2017/11/21, , 24, , , 
2017/11/23, , 14, 24, 1, 
2017/11/24, , 20, 31, 1, 
2017/11/25, , 25, 14, , 
2017/11/26, , 8, 27, 1, 
2017/11/27, , 18, 25, 1, 
2017/11/28, , 26, 30, 1, 
2017/11/29, , 26, 22, 1, 
2017/11/30, , 15, 20, 1, 
2017/12/1, , 11, 18, 1, 
2017/12/2, , 13, 19, 1, 
2017/12/3, , 18, 24, 1, 
2017/12/4, , 31, 26, 1, 
2017/12/5, , 30, 48, 4, 
2017/12/6, , 56, 32, 2, 
2017/12/7, , 55, 17, , 
2017/12/8, , 9, 24, , 
2017/12/9, , 12, 16, , 
2017/12/10, , 12, 16, , 
2017/12/11, , 7, 19, , 
2017/12/12, , 10, 16, , 
2017/12/13, , 8, 14, , 
2017/12/14, , 11, 25, , 
2017/12/15, , 7, 19, , 
2017/12/16, , 10, 21, , 
2017/12/17, , 16, 25, 1, 
2017/12/18, , 26, 25, 1, 
2017/12/19, , 29, 26, 2, 
2017/12/20, , 48, 24, 1, 
2017/12/21, , 22, 33, 2, 
2017/12/22, , 39, 22, 1, 
2017/12/23, , 33, 30, 1, 
2017/12/24, , 38, 32, 1, 
2017/12/25, , 56, 8, , 
2017/12/26, , 8, 36, 1, 
2017/12/27, , 23, 24, , 
2017/12/28, , 10, 22, 1, 
2017/12/29, , 17, 20, 1, 
2017/12/30, , 28, , , 
2017/7/1, , 8, 11, , 
2017/7/2, , 11, 14, , 
2017/7/3, , 7, 21, , 
2017/7/4, , 12, 26, , 
2017/7/5, , 13, 27, , 
2017/7/6, , 19, 22, , 
2017/7/7, , 19, 18, , 
2017/7/8, , 17, 17, , 
2017/7/9, , 17, 17, , 
2017/7/10, , 20, 11, , 
2017/7/11, , 16, 15, , 
2017/7/12, , 11, 17, , 
2017/7/13, , 9, 15, , 
2017/7/14, , 11, 13, , 
2017/7/15, , 11, 9, , 
2017/7/16, , 7, 20, , 
2017/7/17, , 11, 26, , 
2017/7/18, , 13, 22, , 
2017/7/19, , 18, 15, , 
2017/7/20, , 17, 20, , 
2017/7/21, , 13, 17, , 
2017/7/22, , 16, 9, , 
2017/7/23, , 18, 15, , 
2017/7/24, , 14, 11, , 
2017/7/25, , 6, 13, , 
2017/7/26, , 7, 17, , 
2017/7/27, , 9, 19, , 
2017/7/28, , 12, 12, , 
2017/7/29, , 11, 11, , 
2017/7/30, , 11, 17, , 
2017/7/31, , 11, 21, , 
2017/8/1, , 19, 23, , 
2017/8/2, , 26, 18, , 
2017/8/3, , 17, 30, , 
2017/8/4, , 29, 11, , 
2017/8/5, , 15, 7, , 
2017/8/6, , 8, 10, , 
2017/8/7, , 8, 14, , 
2017/8/8, , 18, 26, 1, 
2017/8/9, , 33, 21, , 
2017/8/10, , 29, 10, , 
2017/8/11, , 16, 9, , 
2017/8/12, , 7, 9, , 
2017/8/13, , 6, 15, , 
2017/8/14, , 8, 16, , 
2017/8/15, , 11, 22, , 
2017/8/16, , 16, 21, , 
2017/8/17, , 16, 27, , 
2017/8/18, , 18, 19, , 
2017/8/19, , 19, 9, , 
2017/8/20, , 5, 17, , 
2017/8/21, , 9, 21, , 
2017/8/22, , 12, 26, , 
2017/8/23, , 18, , , 
2017/8/24, , 17, 17, , 
2017/8/25, , 18, 20, , 
2017/8/26, , 18, 19, , 
2017/8/27, , 20, 19, , 
2017/8/28, , 10, 20, , 
2017/8/29, , 12, 30, , 
2017/8/30, , 18, 19, , 
2017/8/31, , 16, 17, , 
2017/9/1, , 15, 13, , 
2017/9/2, , 5, 9, , 
2017/9/3, , 5, 12, , 
2017/9/4, , 6, 20, , 
2017/9/5, , 10, 36, , 
2017/9/6, , 16, , , 
2017/9/11, , 14, 15, , 
2017/9/12, , 6, 11, , 
2017/9/13, , 5, 13, , 
2017/9/14, , 10, 18, , 
2017/9/15, , 7, 16, , 
2017/9/16, , 8, 18, , 
2017/9/17, , 8, 17, , 
2017/9/18, , 10, 17, , 
2017/9/19, , 4, 18, , 
2017/9/20, , 11, 16, , 
2017/9/21, , 7, 19, , 
2017/9/22, , 11, 23, , 
2017/9/23, , 18, 14, , 
2017/9/24, , 11, 18, , 
2017/9/25, , 12, 17, , 
2017/9/26, , 14, 20, , 
2017/9/27, , 21, 24, 2, 
2017/9/28, , 25, 26, 2, 
2017/9/29, , 25, 23, 3, 
2017/9/30, , 26, 24, 1, 
2017/4/1, , 22, 20, , 
2017/4/2, , 18, 24, 1, 
2017/4/3, , 22, 14, 1, 
2017/4/4, , 18, 19, , 
2017/4/5, , 15, 16, , 
2017/4/6, , 10, 16, , 
2017/4/7, , 10, 14, , 
2017/4/8, , 10, 18, , 
2017/4/9, , 13, 21, , 
2017/4/10, , 14, 18, , 
2017/4/11, , 13, 21, , 
2017/4/12, , 14, 19, , 
2017/4/13, , 15, 15, , 
2017/4/14, , 13, 7, , 
2017/4/15, , 9, 9, , 
2017/4/16, , 12, 11, , 
2017/4/17, , 15, 23, , 
2017/4/18, , 9, , , 
2017/4/19, , 6, , , 
2017/4/20, , 8, , , 
2017/4/21, , 13, , , 
2017/4/22, , 19, , , 
2017/4/23, , 6, , , 
2017/4/24, , 10, , , 
2017/4/25, , 12, , , 
2017/4/26, , 13, , , 
2017/4/27, , 17, , , 
2017/4/28, , 16, , , 
2017/4/29, , 8, , , 
2017/4/30, , 14, , 1, 
2017/5/1, , 14, , , 
2017/5/2, , 19, , , 
2017/5/3, , 13, , , 
2017/5/4, , 10, , , 
2017/5/5, , 7, , , 
2017/5/6, , 8, , , 
2017/5/8, , 10, 19, , 
2017/5/9, , 7, 12, , 
2017/5/10, , 8, 14, , 
2017/5/11, , 9, 18, , 
2017/5/12, , 20, 6, , 
2017/5/13, , 12, , , 
2017/5/15, , 7, 16, , 
2017/5/16, , 12, 18, , 
2017/5/17, , 12, 24, 1, 
2017/5/18, , 17, 16, 1, 
2017/5/19, , 17, 15, , 
2017/5/20, , 10, 7, , 
2017/5/21, , 9, 19, , 
2017/5/22, , 18, 20, , 
2017/5/23, , 15, 18, , 
2017/5/24, , 13, 18, , 
2017/5/25, , 9, 14, , 
2017/5/26, , 19, 13, , 
2017/5/27, , 11, 17, , 
2017/5/28, , 12, 21, , 
2017/5/29, , 17, 25, , 
2017/5/30, , 24, 13, , 
2017/5/31, , 15, , , 
2017/6/5, , 11, 17, , 
2017/6/6, , 16, 14, , 
2017/6/7, , 9, 13, , 
2017/6/8, , 5, 21, , 
2017/6/9, , 12, 20, , 
2017/6/10, , 14, 11, , 
2017/6/11, , 8, 19, , 
2017/6/12, , 14, 24, , 
2017/6/13, , 18, 17, , 
2017/6/14, , 13, 14, , 
2017/6/15, , 17, 23, , 
2017/6/16, , 17, 10, , 
2017/6/17, , 9, 6, , 
2017/6/18, , 6, 18, , 
2017/6/19, , 15, 19, , 
2017/6/20, , 19, 21, , 
2017/6/21, , 16, 8, , 
2017/6/22, , 13, 11, , 
2017/6/23, , 19, 14, , 
2017/6/24, , 21, 14, , 
2017/6/25, , 17, 13, , 
2017/6/26, , 10, 21, , 
2017/6/27, , 16, 18, , 
2017/6/28, , 19, 7, , 
2017/6/29, , 7, 12, , 
2017/6/30, , 8, 7, , 
2017/1/2, , 67, 22, 1, 
2017/1/3, , 25, 22, , 
2017/1/4, , 26, 22, 1, 
2017/1/5, , 30, 2, , 
2017/1/6, , 4, 12, , 
2017/1/7, , 11, 15, , 
2017/1/8, , 28, 23, 1, 
2017/1/9, , 25, 17, 5, 
2017/1/10, , 27, 24, 3, 
2017/1/11, , 38, 24, 2, 
2017/1/12, , 55, 38, 1, 
2017/1/13, , 20, 18, , 
2017/1/14, , 11, , , 
2017/1/16, , 4, 11, 1, 
2017/1/17, , 66, 14, 2, 
2017/1/18, , 18, 22, 3, 
2017/1/19, , 28, 43, 7, 
2017/1/20, , 58, 33, 8, 
2017/1/21, , 66, 11, 15, 
2017/1/22, , 32, 47, 4, 
2017/1/23, , 96, 25, 4, 
2017/1/24, , 68, 25, 2, 
2017/1/25, , 46, 22, 1, 
2017/1/26, , 46, 37, 5, 
2017/1/27, , 57, 26, 9, 
2017/1/28, , 69, 20, 12, 
2017/1/29, , 63, 24, 7, 
2017/1/30, , 51, 29, 3, 
2017/1/31, , 70, 43, 9, 
2017/2/1, , 82, 40, 3, 
2017/2/2, , 55, 21, 1, 
2017/2/3, , 14, 15, , 
2017/2/4, , 11, 5, , 
2017/2/6, , 4, 17, , 
2017/2/7, , 17, 18, 1, 
2017/2/8, , 24, 17, 1, 
2017/2/9, , 31, 18, 4, 
2017/2/10, , 30, 17, 3, 
2017/2/11, , 36, 15, 5, 
2017/2/12, , 45, 22, 4, 
2017/2/13, , 36, 32, 4, 
2017/2/14, , 46, 39, 3, 
2017/2/15, , 50, 46, 4, 
2017/2/16, , 59, 36, 2, 
2017/2/17, , 58, 20, , 
2017/2/18, , 19, 25, , 
2017/2/19, , 15, 33, 1, 
2017/2/20, , 32, 24, , 
2017/2/21, , 19, 21, , 
2017/2/22, , 22, 10, , 
2017/2/23, , 10, 14, , 
2017/2/24, , 9, 20, , 
2017/2/25, , 9, 25, 4, 
2017/2/26, , 25, 22, 1, 
2017/2/27, , 31, 6, , 
2017/2/28, , 13, 18, , 
2017/3/1, , 11, 21, , 
2017/3/2, , 14, 27, 1, 
2017/3/3, , 17, 17, 1, 
2017/3/4, , 20, 9, , 
2017/3/5, , 5, 18, , 
2017/3/6, , 8, 15, , 
2017/3/7, , 6, 8, , 
2017/3/8, , 5, 42, 1, 
2017/3/9, , 24, 21, , 
2017/3/10, , 17, 13, , 
2017/3/11, , 11, 20, , 
2017/3/12, , 15, 33, 1, 
2017/3/13, , 29, 37, 1, 
2017/3/14, , 35, 35, 1, 
2017/3/15, , 33, 33, 1, 
2017/3/16, , 29, 37, 1, 
2017/3/17, , 42, 14, , 
2017/3/18, , 20, 13, , 
2017/3/19, , 10, 22, , 
2017/3/20, , 17, 14, , 
2017/3/21, , 16, 20, , 
2017/3/22, , 18, 22, , 
2017/3/23, , 19, 18, , 
2017/3/24, , 16, 14, 1, 
2017/3/25, , 17, 21, , 
2017/3/26, , 20, 18, , 
2017/3/27, , 9, 31, 1, 
2017/3/28, , 24, 30, 1, 
2017/3/29, , 26, 39, 1, 
2017/3/30, , 36, 30, 1, 
2017/3/31, , 22, 25, 2, 
2016/10/1, , 13, 14, , 
2016/10/2, , 11, 17, , 
2016/10/3, , 9, 13, , 
2016/10/4, , 10, 16, , 
2016/10/5, , 8, 16, , 
2016/10/6, , 14, 11, , 
2016/10/7, , 22, 14, , 
2016/10/8, , 14, 17, , 
2016/10/9, , 16, 16, , 
2016/10/10, , 9, 13, , 
2016/10/11, , 7, 13, , 
2016/10/12, , 11, 23, , 
2016/10/13, , 23, 24, 6, 
2016/10/14, , 23, 19, 1, 
2016/10/15, , 27, 13, , 
2016/10/16, , 26, 20, , 
2016/10/17, , 27, 13, , 
2016/10/18, , 17, 14, , 
2016/10/19, , 19, 16, , 
2016/10/20, , 13, 20, , 
2016/10/21, , 9, 20, , 
2016/10/22, , 17, 12, , 
2016/10/23, , 18, 25, 1, 
2016/10/24, , 41, 24, , 
2016/10/25, , 28, 18, , 
2016/10/26, , 13, 20, , 
2016/10/27, , 19, 23, 1, 
2016/10/28, , 23, 24, , 
2016/10/29, , 33, 19, , 
2016/10/30, , 21, 25, , 
2016/10/31, , 23, 26, , 
2016/11/1, , 33, 25, , 
2016/11/2, , 25, 22, , 
2016/11/3, , 11, 24, 1, 
2016/11/4, , 27, 30, 1, 
2016/11/5, , 43, 8, , 
2016/11/6, , 8, 16, , 
2016/11/7, , 8, 16, , 
2016/11/8, , 8, 21, , 
2016/11/9, , 16, 25, 1, 
2016/11/10, , 25, 25, 1, 
2016/11/11, , 29, 11, , 
2016/11/12, , 5, 14, , 
2016/11/13, , 17, 28, 1, 
2016/11/14, , 21, 29, 1, 
2016/11/15, , 31, 24, 1, 
2016/11/16, , 34, 17, , 
2016/11/17, , 24, 27, 1, 
2016/11/18, , 24, 22, 1, 
2016/11/19, , 25, 23, 1, 
2016/11/20, , 26, 33, 2, 
2016/11/21, , 44, 35, 3, 
2016/11/22, , 41, 38, 4, 
2016/11/23, , 48, 40, 4, 
2016/11/24, , 56, 28, 3, 
2016/11/25, , 55, 17, 2, 
2016/11/26, , 51, 17, 1, 
2016/11/27, , 16, 16, , 
2016/11/28, , 7, 18, 1, 
2016/11/29, , 14, 27, , 
2016/11/30, , 27, 33, 1, 
2016/12/1, , 46, 38, 2, 
2016/12/2, , 51, 40, 2, 
2016/12/3, , 32, 26, 2, 
2016/12/4, , 29, 21, 3, 
2016/12/5, , 32, 46, 3, 
2016/12/6, , 75, 28, 1, 
2016/12/7, , 46, 18, , 
2016/12/8, , 28, 29, 1, 
2016/12/9, , 47, 58, 3, 
2016/12/10, , 91, 29, 2, 
2016/12/11, , 58, 37, 2, 
2016/12/12, , 53, 26, 1, 
2016/12/13, , 20, 42, 3, 
2016/12/14, , 53, 34, 2, 
2016/12/15, , 58, 22, , 
2016/12/16, , 22, 23, , 
2016/12/17, , 41, 23, , 
2016/12/18, , 46, 17, , 
2016/12/19, , 34, 19, 2, 
2016/12/20, , 33, 15, 8, 
2016/12/21, , 30, 13, 12, 
2016/12/22, , 28, 14, 2, 
2016/12/23, , 33, 16, , 
2016/12/24, , 45, , , 
2016/12/27, , 42, 20, , 
2016/12/28, , 17, 18, , 
2016/12/29, , 11, 36, 1, 
2016/12/30, , 36, 39, 2, 
2016/12/31, , 63, 40, 3, 
2017/1/1, , 94, 50, 3, 
2016/7/1, , 17, 17, , 
2016/7/2, , 20, 7, , 
2016/7/3, , 11, 13, , 
2016/7/4, , 8, 20, , 
2016/7/5, , 16, 18, , 
2016/7/6, , 15, 14, , 
2016/7/7, , 9, 18, 1, 
2016/7/8, , 15, 19, , 
2016/7/9, , 17, , , 
2016/7/11, , 21, 20, , 
2016/7/12, , 22, 17, , 
2016/7/13, , 20, 11, , 
2016/7/14, , 7, 10, , 
2016/7/15, , 6, 4, , 
2016/7/16, , 5, 5, , 
2016/7/17, , 8, 15, , 
2016/7/18, , 9, 18, , 
2016/7/19, , 19, 18, , 
2016/7/20, , 21, 17, , 
2016/7/21, , 13, 19, , 
2016/7/22, , 16, 12, , 
2016/7/23, , 20, 11, , 
2016/7/24, , 20, 16, , 
2016/7/25, , 18, 15, , 
2016/7/26, , 16, 17, , 
2016/7/27, , 17, 13, , 
2016/7/28, , 12, 15, , 
2016/7/29, , 11, 13, , 
2016/7/30, , 15, 8, , 
2016/7/31, , 14, 10, , 
2016/8/1, , 8, 10, , 
2016/8/2, , 9, 16, , 
2016/8/3, , 16, 14, 2, 
2016/8/4, , 16, 7, 2, 
2016/8/5, , 18, 4, , 
2016/8/6, , 7, 5, , 
2016/8/7, , 7, 14, , 
2016/8/8, , 12, 15, , 
2016/8/9, , 15, 8, , 
2016/8/10, , 4, 10, , 
2016/8/11, , 6, 12, , 
2016/8/12, , 10, 10, , 
2016/8/13, , 11, 9, , 
2016/8/14, , 10, , , 
2016/8/16, , 28, 12, , 
2016/8/17, , 25, 13, , 
2016/8/18, , 15, 16, , 
2016/8/19, , 18, 11, , 
2016/8/20, , 16, 10, , 
2016/8/21, , 19, 10, , 
2016/8/22, , 8, 9, , 
2016/8/23, , 7, 14, , 
2016/8/24, , 15, 17, , 
2016/8/25, , 15, 20, , 
2016/8/26, , 16, 17, , 
2016/8/27, , 21, , , 
2016/8/29, , 24, 16, , 
2016/8/30, , 13, 18, , 
2016/8/31, , 13, 23, , 
2016/9/1, , 18, 27, , 
2016/9/2, , 26, 23, , 
2016/9/3, , 21, 19, , 
2016/9/4, , 22, 17, , 
2016/9/5, , 9, 10, , 
2016/9/6, , 7, 11, , 
2016/9/7, , 16, 18, 2, 
2016/9/8, , 23, , , 
2016/9/9, , 25, , , 
2016/9/10, , 24, , 1, 
2016/9/11, , 24, , , 
2016/9/12, , 29, 35, , 
2016/9/13, , 29, 22, 1, 
2016/9/14, , 38, 21, , 
2016/9/15, , 30, 11, , 
2016/9/16, , 19, 8, , 
2016/9/17, , 5, 12, , 
2016/9/18, , 9, 10, , 
2016/9/19, , 8, 9, , 
2016/9/20, , 14, 13, , 
2016/9/21, , 12, 19, , 
2016/9/22, , 19, 19, , 
2016/9/23, , 18, 17, , 
2016/9/24, , 22, , , 
2016/9/25, , 16, , , 
2016/9/26, , 25, 23, , 
2016/9/27, , 20, 23, , 
2016/9/28, , 18, 21, , 
2016/9/29, , 19, 12, , 
2016/9/30, , 19, 8, , 
2016/4/1, , 18, 13, 2, 
2016/4/2, , 12, 23, 4, 
2016/4/3, , 32, 11, 3, 
2016/4/4, , 19, 16, 3, 
2016/4/5, , 27, 18, 3, 
2016/4/6, , 34, 20, 3, 
2016/4/7, , 23, 20, 3, 
2016/4/8, , 19, 12, 2, 
2016/4/9, , 8, 9, 2, 
2016/4/10, , 8, 18, 2, 
2016/4/11, , 15, 11, 2, 
2016/4/12, , 13, 13, 2, 
2016/4/13, , 19, 16, 2, 
2016/4/14, , 17, 12, 2, 
2016/4/15, , 11, 5, 2, 
2016/4/16, , 9, 9, 2, 
2016/4/17, , 18, 19, 2, 
2016/4/18, , 21, 12, 2, 
2016/4/19, , 11, 15, 2, 
2016/4/20, , 17, 23, 3, 
2016/4/21, , 21, 18, 2, 
2016/4/22, , 47, 10, 2, 
2016/4/23, , 8, 7, 1, 
2016/4/24, , 5, 11, , 
2016/4/25, , 6, 12, 1, 
