date, pm25, pm10, o3, no2, so2, co
2019/5/29, , 7, 30, , , 
2019/5/30, , 8, 36, , 1, 
2019/5/31, , 14, 45, , 1, 
2019/6/1, , 15, 39, , 1, 
2019/6/2, , 15, 41, , 1, 
2019/6/3, , 17, 43, , 1, 
2019/6/4, , 18, 40, , 1, 
2019/6/5, , 18, 38, 13, 1, 
2019/6/6, , 14, 41, , 1, 
2019/6/7, , 16, 45, , 1, 
2019/6/8, , 18, 49, , 1, 
2019/6/9, , 19, 49, , 4, 
2019/6/10, , 25, 48, , 2, 
2019/6/11, , 31, 46, , 3, 
2019/6/12, , 23, 43, , 2, 
2019/6/13, , 27, 75, , 1, 
2019/6/14, , 19, 45, , 1, 
2019/6/15, , 25, 50, , 1, 
2019/6/16, , 28, 40, , 1, 
2019/6/17, , 15, 42, , 1, 
2019/6/18, , 15, 39, , 1, 
2019/6/19, , 17, 53, , 1, 
2019/6/20, , 18, 62, , 1, 
2019/6/21, , 18, 41, , 1, 
2019/6/22, , 14, 39, , , 
2019/6/23, , 7, 44, , , 
2019/6/24, , 11, 47, , 1, 
2019/6/25, , 15, 51, , 1, 
2019/6/26, , 21, 42, , 1, 
2019/6/27, , 22, 53, , 1, 
2019/6/28, , 17, 52, , 1, 
2019/6/29, , 14, 49, , 2, 
2019/6/30, , 18, 35, , 2, 
2019/1/10, , 27, 19, 12, 2, 
2019/1/11, , 14, , , , 
2019/1/14, , 29, 25, 18, 2, 
2019/1/15, , 23, 18, 17, 2, 
2019/1/16, , 15, 33, 6, 1, 
2019/1/17, , 11, 22, 16, 1, 
2019/1/18, , 21, 20, 8, 2, 
2019/1/19, , 27, 22, 8, 2, 
2019/1/20, , 32, 23, 11, 2, 
2019/1/21, , 41, 23, 8, 1, 
2019/1/22, , 39, 23, 13, 2, 
2019/1/23, , 47, 19, 18, 2, 
2019/1/24, , 46, 19, 12, 2, 
2019/1/25, , 42, 20, 20, 2, 
2019/1/26, , 55, 21, 27, 4, 
2019/1/27, , 82, 17, 21, 3, 
2019/1/28, , 42, 14, 21, 3, 
2019/1/29, , 34, 11, 19, 4, 
2019/1/30, , 46, 17, 14, 8, 
2019/1/31, , 40, 17, 12, 5, 
2019/2/1, , 53, 29, 12, 4, 
2019/2/2, , 22, 19, 19, 2, 
2019/2/3, , 30, 20, 7, 2, 
2019/2/4, , 15, 24, 8, 1, 
2019/2/5, , 20, 25, 17, 2, 
2019/2/6, , 35, 21, 25, 3, 
2019/2/7, , 59, 15, 28, 5, 
2019/2/8, , 69, 16, 20, 3, 
2019/2/9, , 68, 34, 13, 3, 
2019/2/10, , 59, 29, 15, 2, 
2019/2/11, , 17, 29, 14, 2, 
2019/2/12, , 34, 26, 17, 2, 
2019/2/13, , 25, 19, 28, 3, 
2019/2/14, , 47, 25, 23, 4, 
2019/2/15, , 48, 28, 20, 3, 
2019/2/16, , 48, 31, 20, 3, 
2019/2/17, , 57, 33, 29, 4, 
2019/2/18, , 69, 32, 32, 4, 
2019/2/19, , 68, 30, 27, 3, 
2019/2/20, , 61, 29, 28, 3, 
2019/2/21, , 51, 26, 18, 3, 
2019/2/22, , 48, 33, 2, 2, 
2019/2/23, , 16, 34, 11, 2, 
2019/2/24, , 31, 32, 23, 3, 
2019/2/25, , 39, 31, 17, 2, 
2019/2/26, , 39, 36, 16, 2, 
2019/2/27, , 22, 39, 17, 2, 
2019/2/28, , 32, 38, 22, 2, 
2019/3/1, , 37, 31, 16, 2, 
2019/3/2, , 40, 40, 7, 1, 
2019/3/3, , 23, 45, 6, 1, 
2019/3/4, , 17, 29, 24, 2, 
2019/3/5, , 26, 40, 11, 1, 
2019/3/6, , 24, 43, 11, 1, 
2019/3/7, , 17, 38, 12, 1, 
2019/3/8, , 24, 41, 6, 1, 
2019/3/9, , 15, 41, 3, 1, 
2019/3/10, , 12, 33, 10, 1, 
2019/3/11, , 13, 31, 16, 1, 
2019/3/12, , 21, 34, 14, 2, 
2019/3/13, , 28, 22, 10, 1, 
2019/3/14, , 14, , 15, 1, 
2019/3/15, , 20, , 11, 1, 
2019/3/16, , 24, , 3, 1, 
2019/3/17, , 52, , 11, 1, 
2019/3/18, , 8, , 10, 1, 
2019/3/19, , 14, , 6, 1, 
2019/3/20, , 18, , 16, 1, 
2019/3/21, , 23, , 29, 2, 
2019/3/22, , 42, , 26, 2, 
2019/3/23, , 46, , 20, 2, 
2019/3/24, , 42, , 14, 2, 
2019/3/25, , 44, , 8, 1, 
2019/3/26, , 15, , 14, 1, 
2019/3/27, , 38, 22, 8, 1, 
2019/3/28, , 21, 39, 11, 1, 
2019/3/29, , 23, 45, 19, 2, 
2019/3/30, , 35, 53, 16, 4, 
2019/3/31, , 40, 46, 13, 2, 
2018/10/1, , 31, 21, 12, , 
2018/10/2, , 17, 18, 15, 1, 
2018/10/3, , 22, 29, 16, 1, 
2018/10/4, , 31, 33, 22, 6, 
2018/10/5, , 41, 22, 18, 2, 
2018/10/6, , 54, 19, 13, 1, 
2018/10/7, , 39, 23, 10, , 
2018/10/8, , 34, 5, 14, 1, 
2018/10/9, , 41, , 20, 2, 
2018/10/10, , 45, , 22, 2, 
2018/10/11, , 50, , 21, 1, 
2018/10/12, , 53, , 15, 3, 
2018/10/13, , 52, , 17, 2, 
2018/10/14, , 52, , 21, 2, 
2018/10/15, , 52, , 16, 1, 
2018/10/16, , 51, , 21, 2, 
2018/10/17, , 57, , 23, 2, 
2018/10/18, , 61, , 20, 2, 
2018/10/19, , 54, , , , 
2018/10/21, , 27, , 9, 1, 
2018/10/22, , 29, , 16, 1, 
2018/10/31, , 24, 20, 13, 1, 
2018/11/1, , 37, 13, 12, 1, 
2018/11/2, , 22, 8, 7, 1, 
2018/11/3, , 32, 8, 6, 1, 
2018/11/4, , 42, 9, 8, 1, 
2018/11/5, , 47, 6, 13, 2, 
2018/11/6, , 51, 5, 10, 1, 
2018/11/7, , 31, 8, 10, , 
2018/11/8, , 19, 10, 11, 1, 
2018/11/9, , 31, 22, 9, , 
2018/11/10, , 16, 31, 10, 1, 
2018/11/11, , 19, 30, 10, 1, 
2018/11/12, , 20, 27, 10, , 
2018/11/13, , 13, 14, 22, 2, 
2018/11/14, , 31, 16, 17, 2, 
2018/11/15, , 41, 22, 10, 1, 
2018/11/16, , 23, 23, 3, 1, 
2018/11/17, , 15, 20, 3, 2, 
2018/11/18, , 20, 15, 7, 1, 
2018/11/19, , 26, 11, 12, 3, 
2018/11/20, , 28, 4, 10, 1, 
2018/11/21, , 27, 5, 9, 1, 
2018/11/22, , 32, 8, 7, 1, 
2018/11/23, , 26, 8, 6, 7, 
2018/11/24, , 37, 4, 7, 3, 
2018/11/25, , 37, 6, 8, 2, 
2018/11/26, , 11, 15, 4, 1, 
2018/11/27, , 9, 21, 13, 1, 
2018/11/28, , 21, 16, 19, 2, 
2018/11/29, , 46, 16, 8, 2, 
2018/11/30, , 37, 14, 13, 3, 
2018/12/1, , 50, 10, 16, 3, 
2018/12/2, , 72, 8, 19, 3, 
2018/12/3, , 49, 9, 18, 3, 
2018/12/4, , 57, 22, 19, 2, 
2018/12/5, , 21, 8, 19, 2, 
2018/12/6, , 48, 8, 16, 2, 
2018/12/7, , 47, 14, 12, 1, 
2018/12/8, , 17, 11, 13, 1, 
2018/12/9, , 29, 10, 12, 2, 
2018/12/10, , 25, 11, 21, 2, 
2018/12/11, , 32, 7, 18, 2, 
2018/12/12, , 31, 6, 9, 2, 
2018/12/13, , 25, 13, 7, 1, 
2018/12/14, , 23, 14, 4, 1, 
2018/12/15, , 16, , , , 
2018/12/16, , 31, 4, 32, 5, 
2018/12/17, , 53, 9, 24, 3, 
2018/12/18, , 56, 7, 16, 3, 
2018/12/19, , 69, 7, 17, 3, 
2018/12/20, , 63, 4, 13, 3, 
2018/12/21, , 64, 16, 16, 2, 
2018/12/22, , 12, 15, 11, 2, 
2018/12/23, , 14, 18, 6, 2, 
2018/12/24, , 7, , , , 
2018/7/1, , 12, 34, 6, 2, 
2018/7/2, , 15, 41, 8, 1, 
2018/7/3, , 22, 43, 9, , 
2018/7/4, , 16, 41, 9, , 
2018/7/5, , 15, 41, 7, , 
2018/7/6, , 7, 35, 5, , 
2018/7/7, , 11, 44, 7, , 
2018/7/8, , 14, 40, 8, , 
2018/7/9, , 13, 44, 11, , 
2018/7/10, , 17, 37, 9, , 
2018/7/11, , 9, 37, 9, , 
2018/7/12, , 12, 38, 14, , 
2018/7/13, , 12, 40, 9, , 
2018/7/14, , 11, 39, 10, , 
2018/7/15, , 13, 40, 10, , 
2018/7/16, , 12, 43, 7, , 
2018/7/17, , 11, 55, 10, , 
2018/7/18, , 14, 59, 11, , 
2018/7/19, , 20, 55, 11, , 
2018/7/20, , 20, 44, 10, , 
2018/7/21, , 14, 39, 5, , 
2018/7/22, , 12, 41, 10, , 
2018/7/23, , 15, 60, 9, , 
2018/7/24, , 19, 53, 9, , 
2018/7/25, , 18, 43, 8, , 
2018/7/26, , 13, 52, 9, , 
2018/7/27, , 12, 21, 8, , 
2018/7/28, , 17, , , , 
2018/7/30, , 15, 75, 11, , 
2018/7/31, , 19, 51, 8, , 
2018/8/1, , 21, 41, 6, , 
2018/8/2, , 15, 60, 10, , 
2018/8/3, , 13, 46, 8, , 
2018/8/4, , 15, 48, 11, , 
2018/8/5, , 16, 52, 12, , 
2018/8/6, , 18, 46, 9, 5, 
2018/8/7, , 29, 42, 9, 3, 
2018/8/8, , 29, 55, 10, 5, 
2018/8/9, , 34, 56, 10, 1, 
2018/8/10, , 31, 39, 3, , 
2018/8/11, , 11, 46, 7, , 
2018/8/12, , 10, 41, 8, , 
2018/8/13, , 13, 35, 6, , 
2018/8/14, , 9, 38, 5, , 
2018/8/15, , 7, 42, 9, , 
2018/8/16, , 11, 46, 13, 1, 
2018/8/17, , 17, 50, 13, 1, 
2018/8/18, , 28, 53, 11, , 
2018/8/20, , 21, 63, 14, , 
2018/8/21, , 23, 61, 15, 1, 
2018/8/22, , 26, 54, 16, 2, 
2018/8/23, , 28, 49, 9, 1, 
2018/8/24, , 25, 35, 4, , 
2018/8/25, , 18, , , , 
2018/8/27, , 9, 35, 10, , 
2018/8/28, , 13, 41, 19, , 
2018/8/29, , 19, 47, 13, 1, 
2018/8/30, , 23, 38, 8, , 
2018/8/31, , 13, 22, 11, , 
2018/9/1, , 19, 27, , , 
2018/9/2, , 12, 29, 10, , 
2018/9/3, , 14, 22, 12, , 
2018/9/4, , 10, 35, 12, , 
2018/9/5, , 17, 40, 14, , 
2018/9/6, , 22, 36, 14, , 
2018/9/7, , 20, 19, 6, , 
2018/9/8, , 15, , , , 
2018/9/10, , 24, 38, 17, , 
2018/9/11, , 18, 34, 21, , 
2018/9/12, , 23, 41, 20, 4, 
2018/9/13, , 27, 40, 15, 2, 
2018/9/14, , 32, , , , 
2018/9/17, , 26, 38, 16, 3, 
2018/9/18, , 26, 41, 17, 2, 
2018/9/19, , 30, 46, 16, 1, 
2018/9/20, , 28, 38, 20, 2, 
2018/9/21, , 36, 30, 5, , 
2018/9/22, , 20, 24, 7, , 
2018/9/23, , 12, 23, 11, , 
2018/9/24, , 11, 30, 9, , 
2018/9/25, , 13, 30, 16, 1, 
2018/9/26, , 14, 27, 18, 1, 
2018/9/27, , 25, 36, 22, 6, 
2018/9/28, , 38, 31, 8, , 
2018/9/29, , 23, 6, 17, , 
2018/9/30, , 16, 28, 17, 2, 
2018/4/1, , 7, 42, 4, , 
2018/4/2, , 6, 44, 7, , 
2018/4/3, , 10, 41, 11, , 
2018/4/4, , 9, 39, 7, , 
2018/4/5, , 6, 37, 12, , 
2018/4/6, , 9, 37, 11, , 
2018/4/7, , 19, 37, 14, 1, 
2018/4/8, , 47, 36, 16, 1, 
2018/4/9, , 22, 12, 9, , 
2018/4/10, , 12, , 16, , 
2018/4/11, , 12, , 19, , 
2018/4/12, , 23, , 8, , 
2018/4/13, , 11, , 13, , 
2018/4/14, , 14, , 14, 1, 
2018/4/15, , 23, , 11, 1, 
2018/4/16, , 31, , 13, , 
2018/4/17, , 12, , 14, , 
2018/4/18, , 18, 33, 21, 1, 
2018/4/19, , 19, 48, 16, , 
2018/4/20, , 16, 52, 17, , 
2018/4/21, , 18, 48, 13, , 
2018/4/22, , 16, 51, 17, , 
2018/4/23, , 16, 47, 18, , 
2018/4/24, , 18, 11, 11, , 
2018/4/25, , 18, , 8, , 
2018/4/26, , 19, 36, 14, , 
2018/4/27, , 11, 41, 17, 1, 
2018/4/28, , 25, 36, 14, , 
2018/4/29, , 21, 41, 8, , 
2018/4/30, , 17, 40, 7, , 
2018/5/1, , 10, 45, 13, 1, 
2018/5/2, , 19, 41, 8, 1, 
2018/5/3, , 17, 29, 11, , 
2018/5/4, , 18, 39, 6, , 
2018/5/5, , 18, 44, 8, 1, 
2018/5/6, , 16, 46, 13, , 
2018/5/7, , 16, 44, 13, , 
2018/5/8, , 18, 33, 18, , 
2018/5/9, , 17, 50, 17, , 
2018/5/10, , 22, 39, 12, 1, 
2018/5/11, , 17, 45, 10, 1, 
2018/5/12, , 20, 46, 8, , 
2018/5/13, , 13, 27, 10, , 
2018/5/14, , 12, 34, , , 
2018/5/15, , 7, 36, , , 
2018/5/16, , 9, 34, , , 
2018/5/17, , 10, 38, , , 
2018/5/18, , 12, 43, , , 
2018/5/19, , 14, 41, , , 
2018/5/20, , 16, 42, , , 
2018/5/21, , 11, 37, , , 
2018/5/22, , 19, 35, , 1, 
2018/5/23, , 21, 37, , , 
2018/5/24, , 17, 31, , , 
2018/5/25, , 17, 46, , , 
2018/5/26, , 14, 47, , , 
2018/5/27, , 19, 51, 12, 3, 
2018/5/28, , 24, 48, 10, 4, 
2018/5/29, , 28, 48, 11, 1, 
2018/5/30, , 23, 44, 9, 1, 
2018/5/31, , 23, 38, 6, , 
2018/6/1, , 17, 51, 6, , 
2018/6/2, , 15, 55, 5, , 
2018/6/3, , 9, 40, 12, , 
2018/6/4, , 13, 47, 10, , 
2018/6/5, , 16, 41, 9, , 
2018/6/6, , 12, 10, 10, , 
2018/6/7, , 13, 39, 8, , 
2018/6/8, , 24, 38, 5, , 
2018/6/9, , 13, 44, 8, , 
2018/6/10, , 16, 37, 13, , 
2018/6/11, , 17, 37, 9, , 
2018/6/12, , 11, 31, 8, , 
2018/6/13, , 13, 34, 4, , 
2018/6/14, , 12, 35, 8, , 
2018/6/15, , 12, 43, 3, , 
2018/6/16, , 14, 40, 10, , 
2018/6/17, , 19, 43, 6, , 
2018/6/18, , 15, 41, 5, , 
2018/6/19, , 12, 50, 7, , 
2018/6/20, , 16, 40, 8, , 
2018/6/21, , 18, 35, 4, , 
2018/6/22, , 12, 33, 6, , 
2018/6/23, , 10, 34, 4, , 
2018/6/24, , 12, 32, 2, , 
2018/6/25, , 10, 36, 5, , 
2018/6/26, , 10, 38, 2, , 
2018/6/27, , 9, 21, 11, , 
2018/6/28, , 7, 19, 11, , 
2018/6/29, , 10, 41, 6, , 
2018/6/30, , 15, 35, 3, , 
2018/1/1, , 16, 26, 15, , 
2018/1/2, , 16, 13, 12, , 
2018/1/3, , 20, 13, 19, 1, 
2018/1/4, , 36, 18, 16, , 
2018/1/5, , 24, 22, 10, , 
2018/1/6, , 14, 18, 17, , 
2018/1/7, , 26, 5, 24, 2, 
2018/1/8, , 57, 8, 12, 1, 
2018/1/9, , 46, 15, 14, , 
2018/1/10, , 29, 10, 13, , 
2018/1/11, , 17, 8, 10, 1, 
2018/1/12, , 21, , , , 
2018/1/14, , 16, 7, 10, 2, 
2018/1/15, , 22, 16, 11, 2, 
2018/1/16, , 20, 18, 17, , 
2018/1/17, , 14, 16, 17, , 
2018/1/18, , 16, 24, 14, , 
2018/1/19, , 8, 23, 11, , 
2018/1/20, , 10, 22, 7, , 
2018/1/21, , 13, 21, 15, , 
2018/1/22, , 18, 10, 26, 2, 
2018/1/23, , 41, 13, 24, 1, 
2018/1/24, , 43, 17, 17, 1, 
2018/1/25, , 38, 27, 14, 1, 
2018/1/26, , 16, 17, 11, , 
2018/1/27, , 28, 13, 8, , 
2018/1/28, , 29, 11, 15, , 
2018/1/29, , 24, 22, 19, 1, 
2018/1/30, , 29, 15, 16, 1, 
2018/1/31, , 27, 28, 6, , 
2018/2/1, , 7, 20, 20, , 
2018/2/2, , 15, 14, 16, , 
2018/2/3, , 22, 9, 14, , 
2018/2/4, , 26, 12, 20, , 
2018/2/5, , 19, 17, 8, 1, 
2018/2/6, , 18, 12, 17, 2, 
2018/2/7, , 22, 7, 24, 1, 
2018/2/8, , 47, 9, 18, 1, 
2018/2/9, , 36, 20, 8, 1, 
2018/2/10, , 30, 22, 12, 1, 
2018/2/11, , 24, 7, 23, 1, 
2018/2/12, , 53, 24, 9, , 
2018/2/13, , 8, 21, 12, , 
2018/2/14, , 12, 22, 23, 1, 
2018/2/15, , 37, 28, 19, 2, 
2018/2/16, , 35, 28, 20, 3, 
2018/2/17, , 46, 26, 10, 1, 
2018/2/18, , 28, 28, 7, 1, 
2018/2/19, , 15, 24, 10, , 
2018/2/20, , 11, 27, 9, 1, 
2018/2/21, , 22, 27, 8, 1, 
2018/2/22, , 18, 26, 11, , 
2018/2/23, , 16, 33, 8, 2, 
2018/2/24, , 25, 39, 4, 2, 
2018/2/25, , 18, 31, 7, 3, 
2018/2/26, , 22, 33, 8, 2, 
2018/2/27, , 24, 32, 25, 2, 
2018/2/28, , 40, 35, 26, 5, 
2018/3/1, , 65, 38, 22, 8, 
2018/3/2, , 57, 37, 16, 3, 
2018/3/3, , 52, 41, 19, 1, 
2018/3/4, , 54, 41, 13, 4, 
2018/3/5, , 48, 101, 22, 3, 
2018/3/6, , 41, 34, 23, 1, 
2018/3/7, , 37, 31, 21, 1, 
2018/3/8, , 22, 38, 15, 1, 
2018/3/9, , 27, 39, 6, , 
2018/3/10, , 9, 36, 10, , 
2018/3/11, , 15, 34, 13, , 
2018/3/12, , 16, 31, 12, , 
2018/3/13, , 12, 33, 11, , 
2018/3/14, , 13, 33, 15, , 
2018/3/15, , 14, 28, 15, , 
2018/3/16, , 15, 27, 14, , 
2018/3/17, , 22, 29, 4, , 
2018/3/18, , 14, 29, 7, , 
2018/3/19, , 17, 29, 12, 1, 
2018/3/20, , 27, 34, 12, 1, 
2018/3/21, , 25, 39, 13, , 
2018/3/22, , 20, 31, 17, 1, 
2018/3/23, , 24, 37, 13, 1, 
2018/3/24, , 30, 42, 9, 5, 
2018/3/25, , 30, 38, 14, 2, 
2018/3/26, , 33, 36, 20, 1, 
2018/3/27, , 37, 42, 15, , 
2018/3/28, , 26, 40, 17, , 
2018/3/29, , 13, 29, 18, , 
2018/3/30, , 17, 32, 9, , 
2018/3/31, , 6, 39, 5, , 
2017/10/11, , 48, 10, 13, , 
2017/10/12, , 31, 24, 18, , 
2017/10/13, , 31, 20, 19, , 
2017/10/16, , 49, 20, 19, 1, 
2017/10/17, , 44, 13, 20, 1, 
2017/10/18, , 29, 27, 16, , 
2017/10/19, , 25, 29, 24, , 
2017/10/20, , 31, 25, 17, , 
2017/10/21, , 36, 28, 17, , 
2017/10/22, , 23, 26, 8, , 
2017/10/23, , 9, 21, 10, , 
2017/10/24, , 14, 23, 5, , 
2017/10/25, , 26, 19, 16, , 
2017/10/26, , 32, 12, 18, , 
2017/10/27, , 28, 14, 16, , 
2017/10/28, , 20, 14, 15, , 
2017/10/29, , 17, 32, 6, , 
2017/10/30, , 13, 21, 15, , 
2017/10/31, , 24, 19, 19, , 
2017/11/1, , 45, 24, 16, , 
2017/11/2, , 33, 20, 18, , 
2017/11/3, , 31, 20, 19, 1, 
2017/11/4, , 49, 10, 16, , 
2017/11/5, , 44, 16, 16, 1, 
2017/11/6, , 30, 15, 8, 1, 
2017/11/7, , 30, 15, 11, 1, 
2017/11/8, , 30, 9, 13, , 
2017/11/9, , 30, 10, 11, , 
2017/11/10, , 42, 9, 18, 1, 
2017/11/11, , 40, 7, 13, , 
2017/11/12, , 28, 22, 14, , 
2017/11/13, , 12, 26, 7, , 
2017/11/14, , 15, 22, 5, , 
2017/11/15, , 18, 17, 10, , 
2017/11/16, , 40, 6, 15, , 
2017/11/17, , 33, 6, 11, , 
2017/11/18, , 29, 3, 12, , 
2017/11/19, , 33, 5, 11, , 
2017/11/20, , 37, 7, 16, , 
2017/11/21, , 36, 16, 15, 1, 
2017/11/23, , 19, 14, 20, , 
2017/11/24, , 27, 17, 22, , 
2017/11/25, , 31, 18, 17, , 
2017/11/26, , 10, 25, 7, , 
2017/11/27, , 33, 14, 22, 1, 
2017/11/28, , 40, 10, 20, 1, 
2017/11/29, , 42, 8, 19, 1, 
2017/11/30, , 21, 9, 16, , 
2017/12/1, , 23, 11, 11, , 
2017/12/2, , 23, 16, 8, , 
2017/12/3, , 29, 15, 11, 1, 
2017/12/4, , 66, 6, 17, , 
2017/12/5, , 41, 13, 19, , 
2017/12/6, , 67, 11, 28, 2, 
2017/12/7, , 65, 14, 23, 1, 
2017/12/8, , 12, 29, 8, , 
2017/12/9, , 21, 20, 14, , 
2017/12/10, , 23, 17, 15, , 
2017/12/11, , 17, 32, 7, , 
2017/12/12, , 13, 31, 11, , 
2017/12/13, , 9, 22, 9, , 
2017/12/14, , 14, 21, 14, , 
2017/12/15, , 17, 27, 17, , 
2017/12/16, , 16, 21, 12, , 
2017/12/17, , 29, 13, 14, , 
2017/12/18, , 42, 6, 18, , 
2017/12/19, , 45, 10, 19, 1, 
2017/12/20, , 63, 2, 20, 1, 
2017/12/21, , 44, 8, 19, 1, 
2017/12/22, , 49, 6, 24, 1, 
2017/12/23, , 47, 9, 17, 1, 
2017/12/24, , 45, 12, 19, 1, 
2017/12/25, , 67, 14, 17, , 
2017/12/26, , 14, 25, 5, , 
2017/12/27, , 34, 25, 22, , 
2017/12/28, , 12, 23, 14, , 
2017/12/29, , 19, 14, 13, , 
2017/12/30, , 47, 14, 14, , 
2017/7/1, , 6, 42, 8, , 
2017/7/2, , 5, 42, 11, , 
2017/7/3, , 7, 48, 13, , 
2017/7/4, , 9, 45, 15, , 
2017/7/5, , 11, 64, 14, , 
2017/7/6, , 13, 63, 15, , 
2017/7/7, , 16, 73, 13, , 
2017/7/8, , 12, 64, 11, , 
2017/7/9, , 15, 62, 9, 1, 
2017/7/10, , 17, 58, 8, , 
2017/7/11, , 14, 59, 11, , 
2017/7/12, , 10, 45, 7, , 
2017/7/13, , 8, 42, 8, , 
2017/7/14, , 12, 50, 8, , 
2017/7/15, , 11, 52, 7, , 
2017/7/16, , 9, 57, 14, , 
2017/7/17, , 14, 53, 17, , 
2017/7/18, , 14, 58, 15, , 
2017/7/19, , 15, 87, 12, , 
2017/7/20, , 14, 78, 10, , 
2017/7/21, , 12, 74, 11, , 
2017/7/22, , 13, 66, 8, , 
2017/7/23, , 14, 59, 9, , 
2017/7/24, , 12, 46, 5, , 
2017/7/25, , 7, 43, 9, , 
2017/7/26, , 7, 45, 11, , 
2017/7/27, , 9, 49, 11, , 
2017/7/28, , 10, 61, 8, , 
2017/7/29, , 9, 51, 10, , 
2017/7/30, , 11, 65, 10, , 
2017/7/31, , 9, 72, 14, 1, 
2017/8/1, , 16, 73, 13, , 
2017/8/2, , 22, 77, 10, , 
2017/8/3, , 11, 74, 16, , 
2017/8/4, , 20, 61, 5, , 
2017/8/5, , 10, 49, 5, , 
2017/8/6, , 11, 54, 5, , 
2017/8/7, , 9, 49, 8, 1, 
2017/8/8, , 17, 68, 13, 1, 
2017/8/9, , 27, 64, 11, 1, 
2017/8/10, , 23, 54, 8, , 
2017/8/11, , 11, 39, 7, , 
2017/8/12, , 10, 40, 7, , 
2017/8/13, , 8, 48, 13, , 
2017/8/14, , 10, 65, 13, , 
2017/8/15, , 11, 67, 13, , 
2017/8/16, , 12, 22, 14, , 
2017/8/17, , 13, , , , 
2017/8/18, , 16, , , , 
2017/8/19, , 10, , , , 
2017/8/20, , 6, 33, , , 
2017/8/21, , 5, 38, , , 
2017/8/22, , 6, 40, 17, , 
2017/8/23, , 7, 41, 16, , 
2017/8/24, , 7, 44, 15, , 
2017/8/25, , 8, 59, 18, , 
2017/8/26, , 9, 66, 15, , 
2017/8/27, , 10, 40, 10, , 
2017/8/28, , 7, 41, 11, , 
2017/8/29, , 8, 43, 18, 1, 
2017/8/30, , 24, 45, 13, , 
2017/8/31, , 9, 34, 14, , 
2017/9/1, , 9, 19, 6, , 
2017/9/2, , 7, 26, 9, , 
2017/9/3, , 6, 27, 12, , 
2017/9/4, , 7, 35, 18, , 
2017/9/5, , 8, , , , 
2017/9/11, , 11, 19, 11, , 
2017/9/13, , 4, 31, 9, , 
2017/9/14, , 5, 29, 11, , 
2017/9/15, , 6, 12, 11, , 
2017/9/16, , 9, 20, 11, , 
2017/9/17, , 7, 24, 10, , 
2017/9/18, , 9, 19, 10, , 
2017/9/19, , 5, 16, 14, , 
2017/9/20, , 8, 26, 12, , 
2017/9/21, , 7, 23, 15, , 
2017/9/22, , 8, 32, 13, , 
2017/4/1, , 22, 54, 14, , 
2017/4/2, , 18, 52, 15, 1, 
2017/4/3, , 24, 41, 11, , 
2017/4/4, , 21, 36, 12, , 
2017/4/5, , 16, 35, 8, , 
2017/4/6, , 11, 39, 8, 1, 
2017/4/7, , 12, 37, 7, , 
2017/4/8, , 10, 40, 11, , 
2017/4/9, , 15, 38, 13, , 
2017/4/10, , 14, 35, 7, , 
2017/4/11, , 14, 30, 15, , 
2017/4/12, , 16, 45, 11, 1, 
2017/4/13, , 17, 43, 6, 1, 
2017/4/14, , 10, 37, 4, 1, 
2017/4/15, , 16, 31, 5, , 
2017/4/16, , 19, 40, 7, , 
2017/4/17, , 8, 30, 14, , 
2017/4/18, , 14, 35, , 2, 
2017/4/19, , 11, 39, , 1, 
2017/4/20, , 12, 44, , , 
2017/4/21, , 20, 50, , , 
2017/4/22, , 25, 38, , , 
2017/4/23, , 9, 43, , 1, 
2017/4/24, , 13, 52, , , 
2017/4/25, , 13, 45, , , 
2017/4/26, , 12, 34, , , 
2017/4/27, , 16, 20, , , 
2017/4/28, , 15, 40, , , 
2017/4/29, , 14, 46, , , 
2017/4/30, , 20, 52, , 1, 
2017/5/1, , 18, 56, , , 
2017/5/2, , 11, 38, , , 
2017/5/3, , 13, 41, , , 
2017/5/4, , 11, 33, , , 
2017/5/5, , 9, 39, , , 
2017/5/6, , 8, , , , 
2017/5/8, , 9, 31, , , 
2017/5/9, , 8, 41, , , 
2017/5/10, , 9, 43, , , 
2017/5/11, , 10, 42, , , 
2017/5/12, , 15, 32, , , 
2017/5/13, , 12, , , , 
2017/5/15, , 7, 47, , , 
2017/5/16, , 10, 51, , , 
2017/5/17, , 11, 51, , 1, 
2017/5/18, , 15, 51, 12, , 
2017/5/19, , 15, 42, 8, , 
2017/5/20, , 10, 48, 5, , 
2017/5/21, , 11, 56, 14, , 
2017/5/22, , 14, 60, 12, , 
2017/5/23, , 14, 44, 12, , 
2017/5/24, , 10, 42, 10, , 
2017/5/25, , 10, 47, 11, , 
2017/5/26, , 9, 49, 10, , 
2017/5/27, , 11, 52, 12, , 
2017/5/28, , 12, 48, 15, , 
2017/5/29, , 14, 53, 14, , 
2017/5/30, , 17, 63, 10, , 
2017/5/31, , 16, 81, 11, , 
2017/6/1, , 18, 60, 11, , 
2017/6/2, , 13, 69, 9, , 
2017/6/3, , 11, 55, 8, , 
2017/6/4, , 14, 48, 10, , 
2017/6/5, , 7, 40, 13, , 
2017/6/6, , 14, 38, 6, , 
2017/6/7, , 8, 44, 9, , 
2017/6/8, , 6, 55, 16, , 
2017/6/9, , 11, 54, 11, , 
2017/6/10, , 12, 51, 11, , 
2017/6/11, , 10, 50, 14, , 
2017/6/12, , 12, 59, 13, , 
2017/6/13, , 17, 49, 11, , 
2017/6/14, , 15, 64, 11, , 
